YEAR,PROJECT_NUMBER_BASE,APPLICATION_ID,ACTIVITY_CODE,MECHANISM,PROJECT_TITLE,INVESTIGATOR,CONG_DISTRICT,LOCATION,INSTITUTION,PROJECT_TYPE,TOTAL_SIC_DOLLARS,TOTAL_SPC_DOLLARS,TOTAL_INTERNATIONAL_DOLLARS,OBLIGATED_DOLLARS,AIDS_DOLLARS,AIDS_PERCENT,AWARD_COUNT,PROJECT_COUNT,APPL_ID,I2_PROJECT_NUM,I2_SUBPROJECT_ID,FUT_YRS,PROJECT_PERIOD_START_DATE,PROJECT_PERIOD_END_DATE,APPL_PERIOD_START_DATE,APPL_PERIOD_END_DATE,EXPIRE_FY,SUB_PROJECT_FLAG,PROJECT_FLAG,I2_TOTAL_OBLIGATION,STUDY_SECTION,PERCENTILE,PRIORITY_SCORE
2013,5 P30 CA016086-37                       ,8392178,P30                                     ,RSCA                                    ,Translational Pathology Core Facility                                                                                                                                                                                                                          ,"EARP,HENRY SHELTON                                                                                                                                                                                                                                             ",NC04                                                                                                                                                                                                                                                           ,CHAPEL HILL                                                                                                                                                                                                                                                    ,UNIVERSITY OF NORTH CAROLINA CHAPEL HILL                                                                                                                                                                                                                       ,Project Type 5                                                                                                                                                                                                                                                 ,,11755,,235108,11755,,,,8392178,5 P30 CA016086-37-8790     ,8790,2,,,2012-12-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2016,1,0,,NCI ,,
2013,5 P30 CA016086-37                       ,8392179,P30                                     ,RSCA                                    ,Analytical Chemistry and Pharmacology Core Facility                                                                                                                                                                                                            ,"EARP,HENRY SHELTON                                                                                                                                                                                                                                             ",NC04                                                                                                                                                                                                                                                           ,CHAPEL HILL                                                                                                                                                                                                                                                    ,UNIVERSITY OF NORTH CAROLINA CHAPEL HILL                                                                                                                                                                                                                       ,Project Type 5                                                                                                                                                                                                                                                 ,,11450,,228994,11450,,,,8392179,5 P30 CA016086-37-8793     ,8793,2,,,2012-12-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2016,1,0,,NCI ,,
2013,5 P30 CA016086-37                       ,8392180,P30                                     ,RSCA                                    ,Tissue Procurement and Biospecimens Core Facility                                                                                                                                                                                                              ,"EARP,HENRY SHELTON                                                                                                                                                                                                                                             ",NC04                                                                                                                                                                                                                                                           ,CHAPEL HILL                                                                                                                                                                                                                                                    ,UNIVERSITY OF NORTH CAROLINA CHAPEL HILL                                                                                                                                                                                                                       ,Project Type 5                                                                                                                                                                                                                                                 ,,14326,,286515,14326,,,,8392180,5 P30 CA016086-37-8795     ,8795,2,,,2012-12-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2016,1,0,,NCI ,,
2013,5 UM1 AI069432-07                       ,8392953,UM1                                     ,RPGA                                    ,UCSD DEPARTMENT OF MEDICINE HIV/AIDS CLINICAL TRIALS UNIT                                                                                                                                                                                                      ,"BENSON,CONSTANCE Ann                                                                                                                                                                                                                                           ",CA52                                                                                                                                                                                                                                                           ,LA JOLLA                                                                                                                                                                                                                                                       ,UNIVERSITY OF CALIFORNIA SAN DIEGO                                                                                                                                                                                                                             ,Project Type 5                                                                                                                                                                                                                                                 ,17209751,3192904,2107317,3192904,3192904,,,1,8392953,5 UM1 AI069432-07          ,    ,0,2007-02-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2014,0,1,3192904,ZAI1,,163
2013,5 UM1 AI069494-07                       ,8392954,UM1                                     ,RPGA                                    ,UNIVERSITY OF PITTSBURGH CLINICAL TRIALS UNIT                                                                                                                                                                                                                  ,"MELLORS,JOHN W                                                                                                                                                                                                                                                 ",PA14                                                                                                                                                                                                                                                           ,PITTSBURGH                                                                                                                                                                                                                                                     ,UNIVERSITY OF PITTSBURGH AT PITTSBURGH                                                                                                                                                                                                                         ,Project Type 5                                                                                                                                                                                                                                                 ,9484371,3099468,,3099468,3099468,,,1,8392954,5 UM1 AI069494-07          ,    ,0,2007-02-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2014,0,1,3099468,ZAI1,,161
2013,5 UM1 AI069536-07                       ,8392967,UM1                                     ,RPGA                                    ,"UNIVERSITY OF CALIFORNIA, SAN DIEGO CLINICAL TRIAL UNIT                                                                                                                                                                                                        ","SPECTOR,STEPHEN A                                                                                                                                                                                                                                              ",CA52                                                                                                                                                                                                                                                           ,LA JOLLA                                                                                                                                                                                                                                                       ,UNIVERSITY OF CALIFORNIA SAN DIEGO                                                                                                                                                                                                                             ,Project Type 5                                                                                                                                                                                                                                                 ,8138677,1227553,,1227553,1227553,,,1,8392967,5 UM1 AI069536-07          ,    ,0,2007-01-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2014,0,1,1227553,ZAI1,,158
2013,7 R01 AI091476-03                       ,8392972,R01                                     ,RPGA                                    ,Therapeutic use of an enhanced form of CD4-Ig                                                                                                                                                                                                                  ,"Farzan,Michael R.                                                                                                                                                                                                                                              ",FL18                                                                                                                                                                                                                                                           ,JUPITER                                                                                                                                                                                                                                                        ,SCRIPPS FLORIDA                                                                                                                                                                                                                                                ,Project Type 7                                                                                                                                                                                                                                                 ,,847177,,847177,847177,,,1,8392972,7 R01 AI091476-03          ,    ,2,2010-12-01 00:00:00.000000000,2015-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2016,0,1,847177,ADDT,1,13
2013,5 R01 MH085608-05                       ,8393063,R01                                     ,RPGA                                    ,Mannose Binding Lectin in Neuroinflammation and NeuroAIDS                                                                                                                                                                                                      ,"SINGH,KUMUD K                                                                                                                                                                                                                                                  ",CA52                                                                                                                                                                                                                                                           ,LA JOLLA                                                                                                                                                                                                                                                       ,UNIVERSITY OF CALIFORNIA SAN DIEGO                                                                                                                                                                                                                             ,Project Type 5                                                                                                                                                                                                                                                 ,212731,348737,,348737,348737,,,1,8393063,5 R01 MH085608-05          ,    ,0,2009-04-01 00:00:00.000000000,2014-12-31 00:00:00.000000000,2013-01-01 00:00:00.000000000,2014-12-31 00:00:00.000000000,2014,0,1,348737,NAED,4.1,120
2013,5 K25 MH089851-04                       ,8393064,K25                                     ,RSOA                                    ,Manganese Enhanced Multi-MRI for Murine HIV-1 Associated Neurocognitive Disorders                                                                                                                                                                              ,"Liu,Yutong                                                                                                                                                                                                                                                     ",NE02                                                                                                                                                                                                                                                           ,OMAHA                                                                                                                                                                                                                                                          ,UNIVERSITY OF NEBRASKA MEDICAL CENTER                                                                                                                                                                                                                          ,Project Type 5                                                                                                                                                                                                                                                 ,,148609,,148609,148609,,,1,8393064,5 K25 MH089851-04          ,    ,1,2010-01-01 00:00:00.000000000,2014-12-31 00:00:00.000000000,2013-01-01 00:00:00.000000000,2013-12-31 00:00:00.000000000,2015,0,1,148609,NAED,,26
2013,5 R01 HD068174-03                       ,8393501,R01                                     ,RPGA                                    ,Antimalarial Pharmacology in HIV Coinfected Children and Pregnant Women in Uganda                                                                                                                                                                              ,"AWEEKA,FRANCESCA T.                                                                                                                                                                                                                                            ",CA12                                                                                                                                                                                                                                                           ,SAN FRANCISCO                                                                                                                                                                                                                                                  ,UNIVERSITY OF CALIFORNIA SAN FRANCISCO                                                                                                                                                                                                                         ,Project Type 5                                                                                                                                                                                                                                                 ,3477012,496716,496716,496716,496716,,,1,8393501,5 R01 HD068174-03          ,    ,2,2010-12-23 00:00:00.000000000,2015-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2016,0,1,496716,ACE ,3,19
2013,5 R01 AI098472-02                       ,8396374,R01                                     ,RPGA                                    ,Plugging Hair ARV Levels as Adherence Biomarkers into HIV Prevention Trials                                                                                                                                                                                    ,"GANDHI,MONICA                                                                                                                                                                                                                                                  ",CA12                                                                                                                                                                                                                                                           ,SAN FRANCISCO                                                                                                                                                                                                                                                  ,UNIVERSITY OF CALIFORNIA SAN FRANCISCO                                                                                                                                                                                                                         ,Project Type 5                                                                                                                                                                                                                                                 ,,265282,,265282,265282,,,1,8396374,5 R01 AI098472-02          ,    ,3,2011-12-15 00:00:00.000000000,2016-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2017,0,1,265282,ACE ,6,20
2013,5 R01 AI094745-02                       ,8396377,R01                                     ,RPGA                                    ,B cells and humoral immunity in tuberculosis                                                                                                                                                                                                                   ,"Chan,John R.                                                                                                                                                                                                                                                   ",NY14                                                                                                                                                                                                                                                           ,BRONX                                                                                                                                                                                                                                                          ,YESHIVA UNIVERSITY                                                                                                                                                                                                                                             ,Project Type 5                                                                                                                                                                                                                                                 ,,661340,,661340,661340,,,1,8396377,5 R01 AI094745-02          ,    ,3,2011-12-15 00:00:00.000000000,2016-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2017,0,1,661340,ZRG1,3,16
2013,4 G11 HD061076-03                       ,8397504,G11                                     ,RSOZ                                    ,Strengthening Research Administrative Infrastructure at Univ of Ibadan Nigeria                                                                                                                                                                                 ,"OWOAJE,EME THEODORA                                                                                                                                                                                                                                            ",No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,UNIVERSITY OF IBADAN                                                                                                                                                                                                                                           ,Project Type 4                                                                                                                                                                                                                                                 ,4500,4500,4500,4500,4500,,,,8397504,4 G11 HD061076-03          ,    ,2,2010-05-01 00:00:00.000000000,2016-02-29 00:00:00.000000000,2012-12-01 00:00:00.000000000,2014-02-28 00:00:00.000000000,2016,0,1,33509,ZHD1,,25
2013,5 K23 MH086338-04                       ,8397659,K23                                     ,RSOA                                    ,"Peer health workers: Impact on retention, care and secondary prevention of PLHIV                                                                                                                                                                               ","Chang,Larry William                                                                                                                                                                                                                                            ",MD03                                                                                                                                                                                                                                                           ,BALTIMORE                                                                                                                                                                                                                                                      ,JOHNS HOPKINS UNIVERSITY                                                                                                                                                                                                                                       ,Project Type 5                                                                                                                                                                                                                                                 ,153293,182790,16200,182790,182790,,,1,8397659,5 K23 MH086338-04          ,    ,1,2010-01-01 00:00:00.000000000,2014-12-31 00:00:00.000000000,2013-01-01 00:00:00.000000000,2013-12-31 00:00:00.000000000,2015,0,1,182790,BSCH,,23
2013,5 F31 MH088850-03                       ,8399644,F31                                     ,TRNA                                    ,Sexual Assault and Protocol Adherence in Post-Exposure Prophylaxis (nPEP) for HIV                                                                                                                                                                              ,"Draughon,Jessica E                                                                                                                                                                                                                                             ",MD03                                                                                                                                                                                                                                                           ,BALTIMORE                                                                                                                                                                                                                                                      ,JOHNS HOPKINS UNIVERSITY                                                                                                                                                                                                                                       ,Project Type 5                                                                                                                                                                                                                                                 ,58280,42232,,42232,42232,,,1,8399644,5 F31 MH088850-03          ,    ,0,2011-01-01 00:00:00.000000000,2013-08-31 00:00:00.000000000,2013-01-01 00:00:00.000000000,2013-08-31 00:00:00.000000000,2014,0,1,42232,ZRG1,4,18
2013,5 F31 DA032220-02                       ,8400178,F31                                     ,TRNA                                    ,Tobacco Use and Cardiovascular Disease in Sexual Minority Men                                                                                                                                                                                                  ,"Farmer,Grant Wesley                                                                                                                                                                                                                                            ",MO01                                                                                                                                                                                                                                                           ,SAINT LOUIS                                                                                                                                                                                                                                                    ,SAINT LOUIS UNIVERSITY                                                                                                                                                                                                                                         ,Project Type 5                                                                                                                                                                                                                                                 ,10409,29739,,29739,29739,,,1,8400178,5 F31 DA032220-02          ,    ,0,2012-01-01 00:00:00.000000000,2013-08-31 00:00:00.000000000,2013-01-01 00:00:00.000000000,2013-08-31 00:00:00.000000000,2014,0,1,29739,ZRG1,25,24
2013,5 UM1 AI069401-07                       ,8400388,UM1                                     ,RPGA                                    ,UCLA LOS ANGELES BRAZIL AIDS CONSORTIUM                                                                                                                                                                                                                        ,"Bryson,Yvonne J                                                                                                                                                                                                                                                ",CA33                                                                                                                                                                                                                                                           ,LOS ANGELES                                                                                                                                                                                                                                                    ,UNIVERSITY OF CALIFORNIA LOS ANGELES                                                                                                                                                                                                                           ,Project Type 5                                                                                                                                                                                                                                                 ,10045446,2744657,2744657,2744657,2744657,,,1,8400388,5 UM1 AI069401-07          ,    ,0,2007-03-01 00:00:00.000000000,2014-02-28 00:00:00.000000000,2012-12-01 00:00:00.000000000,2014-02-28 00:00:00.000000000,2014,0,1,2744657,ZAI1,,165
2013,5 R01 CA131354-05                       ,8400899,R01                                     ,RPGA                                    ,Inhibitors of Epstein-Barr Virus Nuclear Protein 1 Mediated Latent Infection                                                                                                                                                                                   ,"KIEFF,ELLIOTT D                                                                                                                                                                                                                                                ",MA07                                                                                                                                                                                                                                                           ,BOSTON                                                                                                                                                                                                                                                         ,BRIGHAM AND WOMENS HOSPITAL                                                                                                                                                                                                                                    ,Project Type 5                                                                                                                                                                                                                                                 ,337720,337720,,337720,337720,,,1,8400899,5 R01 CA131354-05          ,    ,0,2008-12-10 00:00:00.000000000,2013-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2014,0,1,337720,DDR ,8.8,135
2013,5 K01 MH093205-03                       ,8400900,K01                                     ,RSOA                                    ,Identifying Opportunities for HIV Prevention Among Female Migrants in Kenya                                                                                                                                                                                    ,"Camlin,Carol Suzanne                                                                                                                                                                                                                                           ",CA12                                                                                                                                                                                                                                                           ,SAN FRANCISCO                                                                                                                                                                                                                                                  ,UNIVERSITY OF CALIFORNIA SAN FRANCISCO                                                                                                                                                                                                                         ,Project Type 5                                                                                                                                                                                                                                                 ,209702,171419,12570,171419,171419,,,1,8400900,5 K01 MH093205-03          ,    ,2,2011-02-15 00:00:00.000000000,2015-12-31 00:00:00.000000000,2013-01-01 00:00:00.000000000,2013-12-31 00:00:00.000000000,2016,0,1,171419,BSPH,,11
2013,5 F32 MH094210-02                       ,8401015,F32                                     ,TRNA                                    ,Elucidation of cystatin B associated signaling pathways to reduce HIV reservoirs                                                                                                                                                                               ,"Rivera,Linda E                                                                                                                                                                                                                                                 ",No District                                                                                                                                                                                                                                                    ,SAN JUAN                                                                                                                                                                                                                                                       ,UNIVERSITY OF PUERTO RICO MED SCIENCES                                                                                                                                                                                                                         ,Project Type 5                                                                                                                                                                                                                                                 ,,57105,,57105,57105,,,1,8401015,5 F32 MH094210-02          ,    ,1,2012-01-10 00:00:00.000000000,2015-01-09 00:00:00.000000000,2013-01-10 00:00:00.000000000,2014-01-09 00:00:00.000000000,2015,0,1,57105,ZRG1,8,20
2013,5 UM1 AI069434-07                       ,8401177,UM1                                     ,RPGA                                    ,UW CLINICAL HIV INTEGRATED RESEARCH PROGRAM                                                                                                                                                                                                                    ,"Collier,Ann Cornwall                                                                                                                                                                                                                                           ",WA07                                                                                                                                                                                                                                                           ,SEATTLE                                                                                                                                                                                                                                                        ,UNIVERSITY OF WASHINGTON                                                                                                                                                                                                                                       ,Project Type 5                                                                                                                                                                                                                                                 ,4323671,1031902,,1031902,1031902,,,1,8401177,5 UM1 AI069434-07          ,    ,0,2006-12-01 00:00:00.000000000,2014-05-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2014-05-30 00:00:00.000000000,2014,0,1,1031902,ZAI1,,149
2013,4 UM1 AI069438-07                       ,8402092,UM1                                     ,RPGA                                    ,THE IMPACTA PERU CLINICAL TRIALS UNIT                                                                                                                                                                                                                          ,"Sanchez,Jorge Luis                                                                                                                                                                                                                                             ",No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,ASOCIACION CIVIL IMPACTA SALUD Y EDUCACN                                                                                                                                                                                                                       ,Project Type 4                                                                                                                                                                                                                                                 ,6816866,2434595,2434595,2434595,2434595,,,1,8402092,4 UM1 AI069438-07          ,    ,0,2007-02-20 00:00:00.000000000,2013-12-09 00:00:00.000000000,2012-12-01 00:00:00.000000000,2013-12-09 00:00:00.000000000,2014,0,1,2434595,ZAI1,,135
2013,5 UM1 AI069451-07                       ,8402109,UM1                                     ,RPGA                                    ,UNIVERSITY OF MIAMI PEDIATRIC PERINATAL HIV/AIDS CLINICAL TRAILS UNIT                                                                                                                                                                                          ,"SCOTT,GWENDOLYN Barbara                                                                                                                                                                                                                                        ",FL27                                                                                                                                                                                                                                                           ,CORAL GABLES                                                                                                                                                                                                                                                   ,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE                                                                                                                                                                                                                         ,Project Type 5                                                                                                                                                                                                                                                 ,7070101,964543,,964543,964543,,,1,8402109,5 UM1 AI069451-07          ,    ,0,2007-02-15 00:00:00.000000000,2014-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2014-11-30 00:00:00.000000000,2014,0,1,964543,ZAI1,,195
2013,5 UM1 AI069537-07                       ,8402111,UM1                                     ,RPGA                                    ,"NJMS CLINICAL TRIALS UNIT: TARGETING PEDIATRIC, ADOLESCENT, AND MATERIAL HIV INFE                                                                                                                                                                              ","OLESKE,JAMES                                                                                                                                                                                                                                                   ",NJ10                                                                                                                                                                                                                                                           ,NEWARK                                                                                                                                                                                                                                                         ,UNIV OF MED/DENT OF NJ-NJ MEDICAL SCHOOL                                                                                                                                                                                                                       ,Project Type 5                                                                                                                                                                                                                                                 ,2221806,291959,,291959,291959,,,1,8402111,5 UM1 AI069537-07          ,    ,0,2007-01-10 00:00:00.000000000,2013-06-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2013-06-30 00:00:00.000000000,2014,0,1,291959,ZAI1,,168
